iter	Logloss
419	0.3707556991
420	0.3706067349
421	0.3705211197
422	0.3704020182
423	0.37423	0.354424	0.37424	0.354425	0.369862787
426	0.3695890893
427	0.36427	0.354428	0.36428	0.353429	0.3429	0.3536430	0.3430	0.3534431	0.3431	0.353432	0.3684268455
433	0.368189472
434	0.3681156884
435	0.367435	0.35436	0.367436	0.35437	0.367437	0.3520191574
438	0.3518881023
439	0.3517789466
440	0.3517064399
441	0.3515281107
442	0.3513109117
443	0.3512121315
444	0.3511198202
445	0.351067428
446	0.3508753883
447	0.3448	0.3658448	0.3505038131
449	0.3504702268
450	0.3503119562
451	0.3502358092
452	0.3499932648
453	0.3498672519
454	0.3495189488
455	0.3493796918
456	0.3492942815
457	0.349104352
458	0.3490221227
459	0.3488206994
460	0.3486183052
461	0.3483918383
462	0.3483599503
463	0.348278344
464	0.3481694409
465	0.3480005677
466	0.3479173179
467	0.3477366317
468	0.3476152175
469	0.3475376309
470	0.3473330669
471	0.3470785058
472	0.3469370266
473	0.3467678187
474	0.3466202736
475	0.3463944031
476	0.3462969422
477	0.3460770651
478	0.345990721
479	0.3458851784
480	0.3457358924
481	0.3454023862
482	0.3453636902
483	0.344992081
484	0.3446070268
485	0.3445219615
486	0.344473685
487	0.3442102034
488	0.3441326528
489	0.3439437643
490	0.3436803025
491	0.3436068087
492	0.3435283018
493	0.3434184372
494	0.3432938095
495	0.3432491715
496	0.343166526
497	0.3431296811
498	0.3430410106
499	0.3428981423
500	0.3428125216
501	0.342767012
502	0.3424607119
503	0.3422131135
504	0.3420987637
505	0.3418356066
506	0.3417696405
507	0.3416085451
508	0.3413448316
509	0.3410921282
510	0.3409575221
511	0.3408845963
512	0.3408084945
513	0.3405562582
514	0.3404606508
515	0.3403984263
516	0.3403045693
517	0.3401350184
518	0.340100381
519	0.340024104
520	0.3399792359
521	0.3397781903
522	0.3396030839
523	0.3393505257
524	0.3392498932
525	0.339184015
526	0.3389914184
527	0.3389600568
528	0.3386425054
529	0.3385534442
530	0.338280576
531	0.3381378451
532	0.3378516149
533	0.3377833791
534	0.3375600612
535	0.3372901237
536	0.3372143438
537	0.3370236547
538	0.3368519398
539	0.3367754688
540	0.3366973751
541	0.3363739357
542	0.3361270482
543	0.3360564539
544	0.3358938804
545	0.3357879783
546	0.3357201355
547	0.3354270653
548	0.3353738147
549	0.33529614
550	0.3352556471
551	0.3350635035
552	0.3349951783
553	0.3349130878
554	0.3348559933
555	0.3346457762
556	0.3345883139
557	0.3344890241
558	0.3344255005
559	0.3342430935
560	0.3337813967
561	0.3335417873
562	0.3332644929
563	0.3330367642
564	0.3329882044
565	0.3329340703
566	0.3328623031
567	0.3326415032
568	0.3325984539
569	0.3323195005
570	0.3322597713
571	0.3321977613
572	0.3320960274
573	0.3319468561
574	0.3317093239
575	0.3316472682
576	0577	0.345779577	0578	0.345687578	0.3311670404
579	0.3308813319
580	0.3307763142
581	0.3306896645
582	0583	0.344431583	0584	0.344114584	0585	0.34406585	0.586	0.34401586	0.3294079625
587	0.3291267425
588	0.3288950954
589	0.3286967682
590	0.3286035669
591	0.3285497505
592	0.3284845524
593	0.3282984329
594	0.3282488618
595	0.3281671769
596	0.3281111031
597	0.328011525
598	0.327774831
599	0.3277203347
600	0.3276728227
601	0.32760832
602	0.3273974103
603	0.3273435574
604	0.3272948163
605	0.3272449021
606	0.3271756447
607	0.32681561
608	0.3265064345
609	0.3262934098
610	0.3259913054
611	0.3257328903
612	0.325672366
613	0.3254739299
614	0.3254015724
615	0.3253355017
616	0.3252951461
617	0.3252352867
618	0.3249748335
619	0.32620	0.339620	0.32621	0.339621	0.3248108194
622	0.3245255419
623	0.3624	0.3391624	0.625	0.33911625	0.626	0.3390626	0.627	0.3389399232
628	0.3388403591
629	0.3387972023
630	0.338758324
631	0.3385720096
632	0.3385341137
633	0.3384816357
634	0.3382083964
635	0.3381675098
636	0.3381298977
637	0.3377825255
638	0.3376304179
639	0.3373828282
640	0.3373006185
641	0.3372557371
642	0.3370130372
643	0.3366901796
644	0.3366472629
645	0.3366095634
646	0.336539993
647	0.3364993029
648	0.3361730398
649	0.335956186
650	0.3356329354
651	0.3353796919
652	0.335295081
653	0.3352312735
654	0.3349861942
655	0.3349382785
656	0.3348973046
657	0.3348628796
658	0.3346360497
659	0.3345924126
660	0.334555499
661	0.3345200698
662	0.3342856215
663	0.3342506725
664	0.3340464143
665	0.3338367642
666	0.3335375261
667	0.3333011349
668	0.3332578471
669	0.3332201476
670	0.3331348163
671	0.3327352499
672	0.3324331303
673	0.3323969807
674	0.3323636253
675	0.3320166024
676	0.3319813697
677	0.3318918471
678	0.3316217294
679	0.3315870642
680	0.331501078
681	0.331468181
682	0.3311977577
683	0.3311682007
684	0.3311335355
685	0.3310698808
686	0.3308232298
687	0.3307892632
688	0.3305839135
689	0.3305493793
690	0.3305154781
691	0.3303639599
692	0.3303204101
693	0.3300261709
694	0.3299957843
695	0.3297920937
696	0.3297613359
697	0.3296874651
698	0.3296586502
699	0.3293695845
700	0.3292628385
701	0.3290243735
702	0.3287410709
703	0.3287077155
704	0.3284379034
705	0.3283397145
706	0.3281170759
707	0.3278656224
708	0.3278375279
709	0.3277733057
710	0.3277407798
711	0.3275725838
712	0.3272363665
713	0.3271172214
714	0.3270857651
715	0.3268037722
716	0.3265831856
717	0.3263674669
718	0.3261215581
719	0.3258628354
720	0.325832558
721	0.3256545606
722	0.3253596883
723	0.32532952
724	0.325046392
725	0.3248267876
726	0.3247934759
727	0.3244594416
728	0.3244072692
729	0.324376315
730	0.3242584796
731	0.3242264995
732	0.3238731679
733	0.323800192
734	0.323770242
735	0.3236908483
736	0.3233946226
737	0.3233317756
738	0.3230514854
739	0.3229590158
740	0.3227129979
741	0.3226482517
742	0.3224133231
743	0.3223086727
744	0.3220219646
745	0.3219669107
746	0.3219372008
747	0.3217351692
748	0.3216665156
749	0.3213715342
750	0.321341606
751	0.3213132495
752	0.3211020059
753	0.3210721214
754	0.3207843437
755	0.3205451147
756	0.320511279
757	0.3204515536
758	0.3204219965
759	0.3201320577
760	0.3199363785
761	0.3199088734
762	0.3198775699
763	0.319848253
764	0.3198189797
765	0.3196688803
766	0.3195868016
767	0.3195082592
768	0.3194790732
769	0.3194482719
770	0.3193461319
771	0.3191994161
772	0.3188879971
773	0.3185533079
774	0.3185249732
775	0.318341453
776	0.3179831662
777	0.31780023777778	0.31777002778779	0.31768480779	0.3039122375
780	0.3036100579
781	0.3033785774
782	0.303343096
783	0.3031699036
784	0.3031370508
785	0.3029800265
786	0.3028200866
787	0.3027373504
788	0.3026992194
789	0.3026613501
790	0.3026264021
791	0.3025887439
792	0.3025515152
793	0.3023659925
794	0.3021582526
795	0.3019311002
796	0.301896558
797	0.30172646
798	0.3016439391
799	0.3016143913
800	0.301369002
801	0.3013316789
802	0.3012956738
803	0.3010527653
804	0.3010189303
805	0.3009695971
806	0.3008010255
807	0.300585613
808	0.3004820907
809	0.3004459982
810	0.3002447326
811	0.3002140217
812	0.3001777401
813	0.3001428634
814	0.3001081029
815	0.2998582331
816	0.2997802832
817	0.2997476774
818	0.2997002871
819	0.2995352177
820	0.2992898907
821	0.2990952011
822	0.298817882
823	0.2986529334
824	0.29851275
825	0.2983148418
826	0.2982392313
827	0.2980735015
828	0.2978473165
829	0.2976905375
830	0.2976374698
831	0.2974382477
832	0.2973949991
833	0.297093381
834	0.2970042403
835	0.2969577249
836	0.2968065472
837	0.2967729521
838	0.2966540314
839	0.2963630461
840	0.2963270277
841	0.2962933585
842	0.2962596233
843	0.2962304449
844	0.2960384779
845	0.2960034683
846	0.2959120176
847	0.2958811585
848	0.2956823787
849	0.2954178855
850	0.2952848458
851	0.2952251164
852	0.295192286
853	0.2949015208
854	0.2948470435
855	0.2947440797
856	0.2946326612
857	0.2946036101
858	0.2945323994
859	0.2945017004
860	0.2944753212
861	0.2941984469
862	0.2940199024
863	0.2939771779
864	0.293944937
865	0.29866	0.308866	0.293581631
867	0.2934036904
868	0.2932223357
869	0.2931787172
870	0.2930300022
871	0.292872	0.30872	0.292873	0.30873	0.29874	0.307874	0.29875	0.3072968621
876	0.3070208068
877	0.3069936073
878	0.3066822756
879	0.3066057197
880	0.3065125734
881	0.3064545289
882	0.3063860062
883	0.3062863548
884	0.3062554879
885	0.306188537
886	0.3059776208
887	0.3057428887
888	0.3057150124
889	0.3055255764
890	0.3054763292
891	0.30891	0.290892	0.3052669411
893	0.30893	0.290894	0.30894	0.2903183862
895	0.290896	0.30896	0.290897	0.3049649087
898	0.898	0.28973899	0.899	0.28958900	0.3048011441
901	0.304616074
902	0.3043876069
903	0.3041710151
904	0.3041430079
905	0.3039568245
906	0.3037832367
907	0.3037553823
908	0.3036282039
909	0.3035573455
910	0.3034891721
911	0.3034644393
912	0.3034404924
913	0.3034145153
914	0.3033739344
915	0.3031032928
916	0.3028300098
917	0.3026537152
918	0.3026278254
919	0.3026001239
920	0.3023315124
921	0.3023062557
922	0.3022643868
923	0.3022410293
924	0.3022183267
925	0.3020285414
926926	0.28676908927	0.3019520073
928	0.3017446057
929	0.3015383392
930	0.3015165315
931	0.3013165956
932	0.3012922775
933	0.3011077313
934	0.3008821239
935	0.3008579369
936	0.3008335752
937	0.3007571939
938	0.300503623
939	0.3002873804
940	0.3000235496
941	0.2997866127
942	0.299601237
943	0.2993911066
944	0.299213655
945	0.2991253112
946	0.2988616114
947	0.2987235837
948	0.2986770652
949	0.2983296712
950	0.2983032576
951	0.2980503852
952	0.2980035828
953	0.2979786536
954	0.2979527639
955	0.2977582198
956	0.2976024884
957	0.2975776028
958	0.2975538524
959	0.2975273951
960	0.2973116982
961	0.2972892794
962	0.2972643065
963	0.2971753951
964	0.2969474301
965	0.2967626001
966	0.2965837951
967	0.2963257054
968	0.2961258131
969	0.2961009275
970	0.2959314
971	0.2958880467
972	0.2956991346
973	0.29563393
974	0.2955934364
975	0.2954517414
976	0.2954281656
977	0.2953445369
978	0.2953070776
979	0.2950371127
980	0.2950116377
981	0.2949879091
982	0.2949225517
983	0.2949034291
984	0.2948430488
985	0.2947670823
986	0.294702096
987	0.2944609679
988	0.2942211495
989	0.2940381313
990	0.2938024605
991	0.2937488911
992	0.2936850399
993	0.2934609606
994	0.2932985057
995	0.2930975656
996	0.2929117315
997	0.2927418546
998	0.2926464818
999	0.292602932
27761
